month,observation
2017-12,24.795599999999993
2018-01,25.006226257777904
2018-02,25.437113435867353
2018-03,25.396523331662713
2018-04,25.498156776336263
2018-05,26.290756997415187
2018-06,29.466497746489186
2018-07,31.209155496496916
2018-08,34.426110161125784
2018-09,40.542340474211954
2018-10,45.90968959253574
2018-11,48.469180289931735
2018-12,47.645590068880644
2019-01,49.31257663083408
2019-02,51.27571301377974
2019-03,54.73233993511908
2019-04,55.727804509210884
2019-05,57.29651198193556
2019-06,55.75189582149274
2019-07,54.38663707010072
2019-08,54.482558087056766
2019-09,53.542005697226344
2019-10,50.48530755285899
2019-11,52.09175300658877
2019-12,53.83240201633388
2020-01,52.85572867690066
2020-02,50.27489185520109
2020-03,48.3568665513352
2020-04,45.625855660367385
2020-05,43.421228214716926
2020-06,42.758749118769856
2020-07,42.39043098735758
2020-08,40.67294164586531
2020-09,36.62071923005067
2020-10,37.239040074240805
2020-11,35.79781989182177
2020-12,36.14058781234542
2021-01,38.53198030983
2021-02,40.651782754865295
2021-03,42.64884970291425
2021-04,46.28015282904307
2021-05,48.844728646747456
2021-06,50.20007839147161
2021-07,51.76617162510582
2021-08,51.42388727099251
2021-09,52.4712170969593
2021-10,52.11165082286735
2021-11,51.18234515503297
2021-12,50.94163354346632
2022-01,50.69016214159103
2022-02,52.31925686439769
2022-03,55.106630322138216
2022-04,58.03800857180078
2022-05,60.67992959624513
2022-06,63.982581648779814
2022-07,71.00245393131922
2022-08,78.51527309675541
2022-09,83.02998239535225
2022-10,88.0356847131371
2022-11,92.41278232270506
2022-12,94.79318233519186
2023-01,98.82908614540364
2023-02,102.5007968469017
2023-03,104.29651896009891
2023-04,108.8340598702904
2023-05,114.2462892370281
2023-06,115.58027347843291
2023-07,113.44999360149153
2023-08,124.36750080888426
2023-09,138.28244500508418
2023-10,142.6614601256336
2023-11,160.92081683813458
2023-12,211.4076437471768
2024-01,254.2482786482557
2024-02,276.2184348735032
2024-03,287.86907470031895
2024-04,289.40487960744707
2024-05,276.4092416317781
2024-06,271.529701338579
2024-07,263.4457278591889
2024-08,236.71661538870933
