month,observation
1996-01,47.56384480357292
1996-02,43.64568169422478
1996-03,41.90486583333981
1996-04,31.838279655403397
1996-05,31.044471345504434
1996-06,28.844716390038855
1996-07,29.508208216120835
1996-08,26.713387700061304
1996-09,23.65615896749121
1996-10,24.630632871413667
1996-11,20.861851761561496
1996-12,14.31428118814
1997-01,14.316029527234477
1997-02,13.351201934885168
1997-03,13.745769261340186
1997-04,17.09300513071443
1997-05,12.852413338688379
1997-06,11.646048275280108
1997-07,8.308682318428495
1997-08,7.711904991410634
1997-09,6.526060015818231
1997-10,6.340986680758249
1997-11,8.111032518582007
1997-12,10.21333338738917
1998-01,8.820385104719989
1998-02,8.189686155903743
1998-03,6.956747483422603
1998-04,5.037992528752028
1998-05,4.427699150487797
1998-06,6.342970305121881
1998-07,8.579716350344995
1998-08,7.328810488912225
1998-09,6.975529437859663
1998-10,9.019746425357326
1998-11,10.857991509372184
1998-12,11.912922959204849
1999-01,14.287496188644695
1999-02,14.375966137383273
1999-03,13.546768066402421
1999-04,11.576816689737669
1999-05,11.359144841075562
1999-06,8.277266757383785
1999-07,3.9820954372382147
1999-08,0.7618023849757662
1999-09,2.235647141706849
1999-10,1.4766125928999116
1999-11,-0.041957185914213824
1999-12,0.22360635420832864
2000-01,-2.486118698843441
2000-02,-1.7338018512489128
2000-03,-1.4269514854515393
2000-04,-0.04800971139333399
2000-05,2.172049685214958
2000-06,5.870519747906471
2000-07,6.668144127713589
2000-08,13.097124372606089
2000-09,15.51302812800968
2000-10,17.082670883821677
2000-11,15.376358240079725
2000-12,14.526970813715195
2001-01,17.642478276732817
2001-02,18.59345778679223
2001-03,18.199289550090143
2001-04,23.231108580077446
2001-05,22.959304236855687
2001-06,16.057861458278055
2001-07,18.99996356222377
2001-08,18.711234549416943
2001-09,19.116078295258347
2001-10,19.3318146587999
2001-11,17.42915243466969
2001-12,16.494850414662054
2002-01,18.55198830417808
2002-02,17.994303842062294
2002-03,17.382471594454458
2002-04,12.764424863241103
2002-05,10.181105728836727
2002-06,12.22325863335007
2002-07,15.57232924129977
2002-08,12.28159865952587
2002-09,9.974697442958586
2002-10,5.371077663740451
2002-11,12.15073180003803
2002-12,12.168535650024538
2003-01,10.591197780378451
2003-02,7.271640451183956
2003-03,5.862011050485137
2003-04,8.267497449474277
2003-05,8.672687678026136
2003-06,13.987637940259319
2003-07,12.92080797654846
2003-08,12.44215422571233
2003-09,18.372616104929236
2003-10,23.6006233273026
2003-11,21.28854689369497
2003-12,23.811357422072803
2004-01,22.392712946944343
2004-02,24.849435727217852
2004-03,22.4609940647387
2004-04,17.53971388186922
2004-05,19.779999999999973
2004-06,14.098298317330531
2004-07,10.683955803122998
2004-08,13.013318534961172
2004-09,9.125374713454406
2004-10,10.728337850835004
2004-11,10.04830084526482
2004-12,10.00848176420692
2005-01,9.838817998656822
2005-02,10.935672514619881
2005-03,16.267654150878414
2005-04,17.93198213672278
2005-05,16.822507931207213
2005-06,18.571904682552926
2005-07,26.119957099249234
2005-08,28.21016449791307
2005-09,24.31930193100105
2005-10,18.603916614024
2005-11,15.118739713143654
2005-12,11.56515034695451
2006-01,10.707734637725451
2006-02,10.836659387002044
2006-03,12.03614547070589
2006-04,12.561899213515886
2006-05,10.548131208461385
2006-06,8.488510997118965
2006-07,3.002551187283302
2006-08,3.746967956083253
2006-09,6.252030935205056
2006-10,6.125166444740344
2006-11,7.761437908496745
2006-12,8.54872149274361
2007-01,7.973765964791184
2007-02,7.079766272591371
2007-03,5.249239719687935
2007-04,4.224623148088227
2007-05,4.635076604822558
2007-06,6.431763715266527
2007-07,4.832973453575519
2007-08,4.208453823909437
2007-09,4.1164597223071695
2007-10,4.554579673776658
2007-11,5.161738690927436
2007-12,6.563952377920671
2008-01,8.567774936061383
2008-02,8.026649746192888
2008-03,7.7763819095477515
2008-04,8.168839230291752
2008-05,9.699740516495709
2008-06,12.049659201557958
2008-07,13.95165687284181
2008-08,12.357560370785862
2008-09,13.024321466337653
2008-10,14.742589703588152
2008-11,14.833283268248735
2008-12,15.055562193810502
2009-01,14.034157832744398
2009-02,14.58443465491925
2009-03,14.366476279286616
2009-04,13.267531275106165
2009-05,13.212435233160619
2009-06,11.193786660873315
2009-07,11.089845826687949
2009-08,11.045717288491844
2009-09,10.390352928946427
2009-10,11.588139936202467
2009-11,12.367897875902486
2009-12,13.929560368192952
2010-01,14.397660965173259
2010-02,15.648717607066857
2010-03,14.811751408649855
2010-04,15.043808828902499
2010-05,12.914966793396118
2010-06,14.09892443706346
2010-07,13.002073124042866
2010-08,13.701678023850093
2010-09,13.64995008946228
2010-10,13.449653851821395
2010-11,12.766003734997582
2010-12,11.815323308413326
2011-01,12.079665458508785
2011-02,11.099836633777144
2011-03,12.779128371737784
2011-04,11.291281636673915
2011-05,12.352127836387666
2011-06,10.23018264507374
2011-07,9.397383392996446
2011-08,9.300722795317114
2011-09,10.339031848420888
2011-10,10.544448402559453
2011-11,10.540005105306477
2011-12,10.283025958087478
2012-01,12.62596924006003
2012-02,11.865685986505454
2012-03,12.110898601245552
2012-04,12.86566161133969
2012-05,12.688297513444653
2012-06,12.891980921908797
2012-07,12.796876731112206
2012-08,11.689272346301578
2012-09,11.252990731920832
2012-10,11.693376762200899
2012-11,12.320069420943057
2012-12,11.981084477377024
2013-01,9.03122809678463
2013-02,9.541969032435489
2013-03,8.59327988836786
2013-04,9.051524170137057
2013-05,8.963892210305005
2013-06,8.353156270755477
2013-07,8.682261186275795
2013-08,8.230815778301448
2013-09,7.951913585277822
2013-10,7.807248521544395
